Host_protein	Pathogen_Protein	Host_taxid	Pathogen_taxid	Pathogen_category
P61006	Q5ZWZ3	taxid:9606(human|Homo sapiens)	taxid:272624(legph|Legionella pneumophila subsp. pneumophila)	BACTERIA
P61006	Q5ZWZ3	taxid:9606(human|Homo sapiens)	taxid:272624(legph|Legionella pneumophila subsp. pneumophila)	BACTERIA
P61006	Q5ZWZ3	taxid:9606(human|Homo sapiens)	taxid:272624(legph|Legionella pneumophila subsp. pneumophila)	BACTERIA
Q14457	Q2GJL5	taxid:9606(human|Homo sapiens)	taxid:212042(anapz|Anaplasma phagocytophilum (strain HZ))	BACTERIA
Q14457	Q2GJL5	taxid:9606(human|Homo sapiens)	taxid:212042(anapz|Anaplasma phagocytophilum (strain HZ))	BACTERIA
Q14457	P03407	taxid:9606(human|Homo sapiens)	taxid:11685(hv1a2|Human immunodeficiency virus type 1 group M subtype B (isolate ARV2/SF2))	VIRUS
Q14457	Q2GJL5	taxid:9606(human|Homo sapiens)	taxid:212042(anapz|Anaplasma phagocytophilum (strain HZ))	BACTERIA
P27824	P04601	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
P27824	P04578	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
Q14061	P36046	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
P51151	Q56061	taxid:9606(human|Homo sapiens)	taxid:99287(salty|Salmonella typhimurium)	BACTERIA
P51151	Q56061	taxid:9606(human|Homo sapiens)	taxid:99287(salty|Salmonella typhimurium)	BACTERIA
P61758	P35963	taxid:9606(human|Homo sapiens)	taxid:362651(hv1y2|Human immunodeficiency virus type 1 group M subtype B (isolate YU-2) (HIV-1))	VIRUS
P61758	P35963	taxid:9606(human|Homo sapiens)	taxid:362651(hv1y2|Human immunodeficiency virus type 1 group M subtype B (isolate YU-2) (HIV-1))	VIRUS
Q6ZNE5	Q2GJL5	taxid:9606(human|Homo sapiens)	taxid:212042(anapz|Anaplasma phagocytophilum (strain HZ))	BACTERIA
Q86WV6	P03255	taxid:9606(human|Homo sapiens)	taxid:28285(ade05|Human adenovirus C serotype 5 (HAdV-5))	VIRUS
Q86WV6	P06788	taxid:9606(human|Homo sapiens)	taxid:333761(hpv18|Human papillomavirus type 18)	VIRUS
Q96RS0	P04618	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
Q9Y3Z3	EBI-15928529	taxid:9606(human|Homo sapiens)	taxid:11712(simian immunodeficiency virus - sm|Simian immunodeficiency virus - sm)	VIRUS
Q9Y3Z3	EBI-15928529	taxid:9606(human|Homo sapiens)	taxid:11712(simian immunodeficiency virus - sm|Simian immunodeficiency virus - sm)	VIRUS
Q9Y2B0	P16749	taxid:9606(human|Homo sapiens)	taxid:10360(hcmva|Human cytomegalovirus (strain AD169) (HHV-5))	VIRUS
P28482	P0A2M9	taxid:9606(human|Homo sapiens)	taxid:99287(salty|Salmonella typhimurium)	BACTERIA
Q10589	A9QPL9	taxid:9606(human|Homo sapiens)	taxid:186538(Zaire ebolavirus|Zaire ebolavirus)	VIRUS
Q10589	A9QPL9	taxid:9606(human|Homo sapiens)	taxid:186538(Zaire ebolavirus|Zaire ebolavirus)	VIRUS
O15118	Q05320	taxid:9606(human|Homo sapiens)	taxid:128952(ebozm|Zaire ebolavirus (strain Mayinga-76))	VIRUS
Q8WXH0	Q5ZSD5	taxid:9606(human|Homo sapiens)	taxid:272624(legph|Legionella pneumophila subsp. pneumophila)	BACTERIA
P30519	Q5ZSD5	taxid:9606(human|Homo sapiens)	taxid:272624(legph|Legionella pneumophila subsp. pneumophila)	BACTERIA
O00592	Q5ZSD5	taxid:9606(human|Homo sapiens)	taxid:272624(legph|Legionella pneumophila subsp. pneumophila)	BACTERIA
O00592	Q8Z6A7	taxid:9606(human|Homo sapiens)	taxid:90370(salti|Salmonella typhi)	BACTERIA
Q6UUV7	P16749	taxid:9606(human|Homo sapiens)	taxid:10360(hcmva|Human cytomegalovirus (strain AD169) (HHV-5))	VIRUS
P20592	P16749	taxid:9606(human|Homo sapiens)	taxid:10360(hcmva|Human cytomegalovirus (strain AD169) (HHV-5))	VIRUS
Q05086	P03126	taxid:9606(human|Homo sapiens)	taxid:333760(hpv16|Human papillomavirus type 16)	VIRUS
Q05086	P03126	taxid:9606(human|Homo sapiens)	taxid:333760(hpv16|Human papillomavirus type 16)	VIRUS
Q05086	P03126	taxid:9606(human|Homo sapiens)	taxid:333760(hpv16|Human papillomavirus type 16)	VIRUS
Q05086	P03126	taxid:9606(human|Homo sapiens)	taxid:333760(hpv16|Human papillomavirus type 16)	VIRUS
Q05086	P03126	taxid:9606(human|Homo sapiens)	taxid:333760(hpv16|Human papillomavirus type 16)	VIRUS
Q05086	P03126	taxid:9606(human|Homo sapiens)	taxid:333760(hpv16|Human papillomavirus type 16)	VIRUS
P57729	Q08484	taxid:9606(human|Homo sapiens)	taxid:559292(yeast|Saccharomyces cerevisiae)	FUNGI
P57729	H9L447	taxid:9606(human|Homo sapiens)	taxid:99287(salty|Salmonella typhimurium)	BACTERIA
Q9BXK5	Q5ZSD5	taxid:9606(human|Homo sapiens)	taxid:272624(legph|Legionella pneumophila subsp. pneumophila)	BACTERIA
Q9BXK5	Q5ZSD5	taxid:9606(human|Homo sapiens)	taxid:272624(legph|Legionella pneumophila subsp. pneumophila)	BACTERIA
Q9BXK5	Q5ZSD5	taxid:9606(human|Homo sapiens)	taxid:272624(legph|Legionella pneumophila subsp. pneumophila)	BACTERIA
P31941	Q784Z8	taxid:9606(human|Homo sapiens)	taxid:10407(hbv|Hepatitis B virus (HBV))	VIRUS
P31941	Q784Z8	taxid:9606(human|Homo sapiens)	taxid:10407(hbv|Hepatitis B virus (HBV))	VIRUS
P31941	Q784Z8	taxid:9606(human|Homo sapiens)	taxid:10407(hbv|Hepatitis B virus (HBV))	VIRUS
Q13637	H9L447	taxid:9606(human|Homo sapiens)	taxid:99287(salty|Salmonella typhimurium)	BACTERIA
Q13114	P03230	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
P31946	Q51451	taxid:9606(human|Homo sapiens)	taxid:287(pseai|Pseudomonas aeruginosa)	BACTERIA
Q16611	P03182	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
P84243	C4QZQ7	taxid:9606(human|Homo sapiens)	taxid:644223(picpg|Komagataella pastoris (strain GS115 / ATCC 20864))	FUNGI
P84243	C4QZQ7	taxid:9606(human|Homo sapiens)	taxid:644223(picpg|Komagataella pastoris (strain GS115 / ATCC 20864))	FUNGI
P84243	C4QZ45	taxid:9606(human|Homo sapiens)	taxid:644223(picpg|Komagataella pastoris (strain GS115 / ATCC 20864))	FUNGI
P61077	D0ZVG2	taxid:9606(human|Homo sapiens)	taxid:588858(salt1|Salmonella typhimurium (strain 14028s / SGSC 2262))	BACTERIA
P61077	P0CE12	taxid:9606(human|Homo sapiens)	taxid:99287(salty|Salmonella typhimurium)	BACTERIA
P61077	P0CE12	taxid:9606(human|Homo sapiens)	taxid:99287(salty|Salmonella typhimurium)	BACTERIA
P23528	Q93KQ6	taxid:9606(human|Homo sapiens)	taxid:630(yeren|Yersinia enterocolitica)	BACTERIA
P35968	P52584	taxid:9606(human|Homo sapiens)	taxid:10259(orfn2|orfn2)	VIRUS
P40121	Q93KQ6	taxid:9606(human|Homo sapiens)	taxid:630(yeren|Yersinia enterocolitica)	BACTERIA
P50552	P07830	taxid:9606(human|Homo sapiens)	taxid:44689(dicdi|Dictyostelium discoideum (Slime mold))	AMOEBOZOA
P63098	O36972	taxid:9606(human|Homo sapiens)	taxid:10500(asfm2|African swine fever virus (isolate Tick/Malawi/Lil 20-1/1983))	VIRUS
P63098	O36972	taxid:9606(human|Homo sapiens)	taxid:10500(asfm2|African swine fever virus (isolate Tick/Malawi/Lil 20-1/1983))	VIRUS
P19838	P10226	taxid:9606(human|Homo sapiens)	taxid:10299(hhv11|Human herpesvirus 1 (strain 17) (HHV-1))	VIRUS
P19838	P10226	taxid:9606(human|Homo sapiens)	taxid:10299(hhv11|Human herpesvirus 1 (strain 17) (HHV-1))	VIRUS
P53618	P68978	taxid:9606(human|Homo sapiens)	taxid:10515(ade02|Human adenovirus C serotype 2 (HAdV-2))	VIRUS
Q9Y4K3	Q01220	taxid:9606(human|Homo sapiens)	taxid:10254(vaccw|vaccinia virus (stra)	VIRUS
Q9Y4K3	Q01220	taxid:9606(human|Homo sapiens)	taxid:10254(vaccw|vaccinia virus (stra)	VIRUS
O14920	P24772	taxid:9606(human|Homo sapiens)	taxid:10254(vaccw|vaccinia virus (stra)	VIRUS
O14920	P24772	taxid:9606(human|Homo sapiens)	taxid:10254(vaccw|vaccinia virus (stra)	VIRUS
O00571	P04608	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
O00571	P04608	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
O00571	P04618	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
O00571	P04608	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
O00571	P04608	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
P63279	P03230	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
P63279	P03230	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
P63000	O60952	taxid:9606(human|Homo sapiens)	taxid:44689(dicdi|Dictyostelium discoideum (Slime mold))	AMOEBOZOA
Q12906	Q05127	taxid:9606(human|Homo sapiens)	taxid:128952(ebozm|Zaire ebolavirus (strain Mayinga-76))	VIRUS
Q12906	Q05127	taxid:9606(human|Homo sapiens)	taxid:128952(ebozm|Zaire ebolavirus (strain Mayinga-76))	VIRUS
Q12906	Q05127	taxid:9606(human|Homo sapiens)	taxid:128952(ebozm|Zaire ebolavirus (strain Mayinga-76))	VIRUS
P05556	P03192	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
P52948	P03367-PRO_0000042331	taxid:9606(human|Homo sapiens)	taxid:11686(hv1br|Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI))	VIRUS
P29590	P03255-1	taxid:9606(human|Homo sapiens)	taxid:28285(ade05|Human adenovirus C serotype 5 (HAdV-5))	VIRUS
P29590	P40984	taxid:9606(human|Homo sapiens)	taxid:284812(schpo|Schizosaccharomyces pombe (strain ATCC 38366 / 972))	FUNGI
P29590	O13351	taxid:9606(human|Homo sapiens)	taxid:284812(schpo|Schizosaccharomyces pombe (strain ATCC 38366 / 972))	FUNGI
P29590	Q8UN00	taxid:9606(human|Homo sapiens)	taxid:11801(mlvmo|Moloney murine leukemia virus (MoMLV))	VIRUS
P29590	Q8UN00	taxid:9606(human|Homo sapiens)	taxid:11801(mlvmo|Moloney murine leukemia virus (MoMLV))	VIRUS
P29590	P03255-1	taxid:9606(human|Homo sapiens)	taxid:28285(ade05|Human adenovirus C serotype 5 (HAdV-5))	VIRUS
P29590	O42939	taxid:9606(human|Homo sapiens)	taxid:284812(schpo|Schizosaccharomyces pombe (strain ATCC 38366 / 972))	FUNGI
P29590	Q8UN00	taxid:9606(human|Homo sapiens)	taxid:11801(mlvmo|Moloney murine leukemia virus (MoMLV))	VIRUS
P29590	Q2HR82	taxid:9606(human|Homo sapiens)	taxid:868565(hhv8p|Human herpesvirus 8)	VIRUS
P29590	P79064	taxid:9606(human|Homo sapiens)	taxid:284812(schpo|Schizosaccharomyces pombe (strain ATCC 38366 / 972))	FUNGI
Q06330	P12977	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
Q06330	P12978	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
Q06330	P12978	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
Q06330	P03204	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
Q06330	P03203	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
Q06330	P03204	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
Q06330	P12977	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
Q06330	P03203	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
O95786	F1BA49	taxid:9606(human|Homo sapiens)	taxid:992212(sfts virus hb29|sfts virus hb29)	VIRUS
O95786	P04487	taxid:9606(human|Homo sapiens)	taxid:10299(hhv11|Human herpesvirus 1 (strain 17) (HHV-1))	VIRUS
O95786	Q6UY62	taxid:9606(human|Homo sapiens)	taxid:2169992(sabvbm|Sabia mammarenavirus (isolate Human/Brasil/SPH114202/1990))	VIRUS
O95786	F1BA48	taxid:9606(human|Homo sapiens)	taxid:992212(sfts virus hb29|sfts virus hb29)	VIRUS
O95786	Q6UY71	taxid:9606(human|Homo sapiens)	taxid:45219(gtovv|guanarito virus (iso)	VIRUS
O95786	Q6IVU5	taxid:9606(human|Homo sapiens)	taxid:2169991(juninm|Junin mammarenavirus)	VIRUS
O95786	Q6IUF9	taxid:9606(human|Homo sapiens)	taxid:11628(machu|machupo virus)	VIRUS
O95786	F1BA49	taxid:9606(human|Homo sapiens)	taxid:992212(sfts virus hb29|sfts virus hb29)	VIRUS
O95786	Q6UY71	taxid:9606(human|Homo sapiens)	taxid:45219(gtovv|guanarito virus (iso)	VIRUS
O95786	Q6WB94	taxid:9606(human|Homo sapiens)	taxid:694067(hmpvc|Human metapneumovirus (strain CAN97-83))	VIRUS
O95786	F1BA49	taxid:9606(human|Homo sapiens)	taxid:992212(sfts virus hb29|sfts virus hb29)	VIRUS
O95786	P04543	taxid:9606(human|Homo sapiens)	taxid:11259(hrsva|human respiratory sy)	VIRUS
O95786	P04487	taxid:9606(human|Homo sapiens)	taxid:10299(hhv11|Human herpesvirus 1 (strain 17) (HHV-1))	VIRUS
O95786	F1BA49	taxid:9606(human|Homo sapiens)	taxid:992212(sfts virus hb29|sfts virus hb29)	VIRUS
O95786	Q6IUF9	taxid:9606(human|Homo sapiens)	taxid:11628(machu|machupo virus)	VIRUS
O95786	P21699	taxid:9606(human|Homo sapiens)	taxid:11590(tosv|Toscana virus)	VIRUS
O95786	Q6IVU5	taxid:9606(human|Homo sapiens)	taxid:2169991(juninm|Junin mammarenavirus)	VIRUS
Q03518	P0C739	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
Q03518	P0C739	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
Q03518	P0C739	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
Q03518	P0C739	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
P04637	P89055	taxid:9606(human|Homo sapiens)	taxid:10970(rotavirus sp.|Rotavirus sp.)	VIRUS
P04637	P89055	taxid:9606(human|Homo sapiens)	taxid:10970(rotavirus sp.|Rotavirus sp.)	VIRUS
P04637	P89055	taxid:9606(human|Homo sapiens)	taxid:10970(rotavirus sp.|Rotavirus sp.)	VIRUS
O14734	P04601	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
O14734	P04601	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
P52630	P0C774	taxid:9606(human|Homo sapiens)	taxid:645098(measc|measles virus (strai)	VIRUS
P52630	P0C774	taxid:9606(human|Homo sapiens)	taxid:645098(measc|measles virus (strai)	VIRUS
P52630	P0C774	taxid:9606(human|Homo sapiens)	taxid:645098(measc|measles virus (strai)	VIRUS
P09874	P03179	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
P09874	B2BUF1	taxid:9606(human|Homo sapiens)	taxid:480024(influenza a virus (a/wyoming/03/2003(h3n2))|Influenza A virus (A/Wyoming/03/2003(H3N2)))	VIRUS
Q9BYX4	Q997F2	taxid:9606(human|Homo sapiens)	taxid:121791(nipav|Nipah virus)	VIRUS
Q9BYX4	P04487	taxid:9606(human|Homo sapiens)	taxid:10299(hhv11|Human herpesvirus 1 (strain 17) (HHV-1))	VIRUS
Q9BYX4	P11207	taxid:9606(human|Homo sapiens)	taxid:11208(sv5|Simian virus 5 (strain W3))	VIRUS
Q9BYX4	Q9EMA9	taxid:9606(human|Homo sapiens)	taxid:11235(mease|Measles virus (strain Edmonston))	VIRUS
Q9BYX4	P04487	taxid:9606(human|Homo sapiens)	taxid:10299(hhv11|Human herpesvirus 1 (strain 17) (HHV-1))	VIRUS
Q9BYX4	O55777	taxid:9606(human|Homo sapiens)	taxid:928303(hendh|Hendra virus (isolate Horse/Autralia/Hendra/1994))	VIRUS
Q9BYX4	P30927	taxid:9606(human|Homo sapiens)	taxid:11167(mumpe|Mumps virus (strain Enders))	VIRUS
Q9BYX4	P19847	taxid:9606(human|Homo sapiens)	taxid:1979160(pi2h|pi2h)	VIRUS
Q14457	Q8UZC1	taxid:9606(human|Homo sapiens)	taxid:12118(foot-and-mouth disease virus - type o|Foot-and-mouth disease virus - type O)	VIRUS
Q14457	Q8UZC1	taxid:9606(human|Homo sapiens)	taxid:12118(foot-and-mouth disease virus - type o|Foot-and-mouth disease virus - type O)	VIRUS
Q14457	P89884	taxid:9606(human|Homo sapiens)	taxid:33708(mhv68|Murid herpesvirus 4 (MuHV-4))	VIRUS
Q14457	P89884	taxid:9606(human|Homo sapiens)	taxid:33708(mhv68|Murid herpesvirus 4 (MuHV-4))	VIRUS
P27824	P0C739	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
Q6UUV7	P03206	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
P62937	Q72497	taxid:9606(human|Homo sapiens)	taxid:11676(9hiv1|Human immunodeficiency virus 1)	VIRUS
Q92793	P04608	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
Q92793	P04608	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
P24941	Q77Q36	taxid:9606(human|Homo sapiens)	taxid:868565(hhv8p|Human herpesvirus 8)	VIRUS
P63244	P03206	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
P63244	P03206	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
P63244	P03206	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
P53999	P03132	taxid:9606(human|Homo sapiens)	taxid:648242(aav-2|Adeno-associated virus 2 (isolate Srivastava/1982))	VIRUS
P53999	P03132	taxid:9606(human|Homo sapiens)	taxid:648242(aav-2|Adeno-associated virus 2 (isolate Srivastava/1982))	VIRUS
P53999	Q89268	taxid:9606(human|Homo sapiens)	taxid:648242(aav-2|Adeno-associated virus 2 (isolate Srivastava/1982))	VIRUS
P53999	Q89269	taxid:9606(human|Homo sapiens)	taxid:648242(aav-2|Adeno-associated virus 2 (isolate Srivastava/1982))	VIRUS
Q92616	O40955-PRO_0000240177	taxid:9606(human|Homo sapiens)	taxid:11044(rubvr|Rubella virus (strain RA27/3 vaccine))	VIRUS
O43747	P19554	taxid:9606(human|Homo sapiens)	taxid:11691(hv1s1|Human immunodeficiency virus type 1 group M subtype B (isolate SF162))	VIRUS
Q09472	P04608	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
Q09472	P04608	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
Q09472	P04608	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
Q9Y678	P68978	taxid:9606(human|Homo sapiens)	taxid:10515(ade02|Human adenovirus C serotype 2 (HAdV-2))	VIRUS
O94906	B2BUF1	taxid:9606(human|Homo sapiens)	taxid:480024(influenza a virus (a/wyoming/03/2003(h3n2))|Influenza A virus (A/Wyoming/03/2003(H3N2)))	VIRUS
P08238	Q69028	taxid:9606(human|Homo sapiens)	taxid:928302(hbvcj|Hepatitis B virus genotype C subtype ayr)	VIRUS
Q14974	P04620	taxid:9606(human|Homo sapiens)	taxid:11686(hv1br|Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI))	VIRUS
Q14974	P04620	taxid:9606(human|Homo sapiens)	taxid:11686(hv1br|Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI))	VIRUS
Q14974	P04620	taxid:9606(human|Homo sapiens)	taxid:11686(hv1br|Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI))	VIRUS
P55209	P04608	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
P55209	P04608	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
P55209	P04608	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
P19338	Q05127	taxid:9606(human|Homo sapiens)	taxid:128952(ebozm|Zaire ebolavirus (strain Mayinga-76))	VIRUS
P06748	Q98147	taxid:9606(human|Homo sapiens)	taxid:37296(hhv8|Human herpesvirus 8 (HHV-8))	VIRUS
P06748	P03179	taxid:9606(human|Homo sapiens)	taxid:10377(ebvb9|Epstein-Barr virus (strain B95-8) (HHV-4))	VIRUS
P06748	Q98147	taxid:9606(human|Homo sapiens)	taxid:37296(hhv8|Human herpesvirus 8 (HHV-8))	VIRUS
P06748	P04608	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
Q9Y3I0	B2BUF1	taxid:9606(human|Homo sapiens)	taxid:480024(influenza a virus (a/wyoming/03/2003(h3n2))|Influenza A virus (A/Wyoming/03/2003(H3N2)))	VIRUS
Q9Y224	P31343	taxid:9606(human|Homo sapiens)	taxid:392809(i75a3|Influenza A virus (strain A/Victoria/3/1975 H3N2))	VIRUS
Q9Y224	B4URF7	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
Q9Y224	P31343	taxid:9606(human|Homo sapiens)	taxid:392809(i75a3|Influenza A virus (strain A/Victoria/3/1975 H3N2))	VIRUS
Q9Y224	Q1I2B2	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
Q9Y224	P31343	taxid:9606(human|Homo sapiens)	taxid:392809(i75a3|Influenza A virus (strain A/Victoria/3/1975 H3N2))	VIRUS
Q9Y224	Q1K9H5	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
Q9Y224	B4URF7	taxid:9606(human|Homo sapiens)	taxid:381518(i33a0|Influenza A virus (strain A/Wilson-Smith/1933 H1N1))	VIRUS
Q13526	P04591-PRO_0000038594	taxid:9606(human|Homo sapiens)	taxid:11706(hv1h2|Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1))	VIRUS
Q7Z434	P27958	taxid:9606(human|Homo sapiens)	taxid:11108(hcvh|Hepatitis C virus genotype 1a (isolate H) (HCV))	VIRUS
Q7Z434	Q6WB94	taxid:9606(human|Homo sapiens)	taxid:694067(hmpvc|Human metapneumovirus (strain CAN97-83))	VIRUS
Q7Z434	Q69027	taxid:9606(human|Homo sapiens)	taxid:928302(hbvcj|Hepatitis B virus genotype C subtype ayr)	VIRUS
Q7Z434	P27958	taxid:9606(human|Homo sapiens)	taxid:11108(hcvh|Hepatitis C virus genotype 1a (isolate H) (HCV))	VIRUS
Q7Z434	P04487	taxid:9606(human|Homo sapiens)	taxid:10299(hhv11|Human herpesvirus 1 (strain 17) (HHV-1))	VIRUS
Q7Z434	Q6WB96	taxid:9606(human|Homo sapiens)	taxid:694067(hmpvc|Human metapneumovirus (strain CAN97-83))	VIRUS
Q7Z434	A2T3M4	taxid:9606(human|Homo sapiens)	taxid:450149(rotsh|Rotavirus A (isolate Monkey/South Africa/SA11-H96/1958 G3-P5B[2]-I2-R2-C5-M5-A5-N5-T5-E2-H5))	VIRUS
Q7Z434	A2T3M4	taxid:9606(human|Homo sapiens)	taxid:450149(rotsh|Rotavirus A (isolate Monkey/South Africa/SA11-H96/1958 G3-P5B[2]-I2-R2-C5-M5-A5-N5-T5-E2-H5))	VIRUS
Q7Z434	Q6WB96	taxid:9606(human|Homo sapiens)	taxid:694067(hmpvc|Human metapneumovirus (strain CAN97-83))	VIRUS
P62826	P10209	taxid:9606(human|Homo sapiens)	taxid:10299(hhv11|Human herpesvirus 1 (strain 17) (HHV-1))	VIRUS
P49792	Q72497	taxid:9606(human|Homo sapiens)	taxid:11676(9hiv1|Human immunodeficiency virus 1)	VIRUS
P61221	P03347-1	taxid:9606(human|Homo sapiens)	taxid:11678(hv1b1|Human immunodeficiency virus type 1 group M subtype B (isolate BH10) (HIV-1))	VIRUS
